딜ID,회사명,산업,섹터,본사지역,설립연도,임직원수,펀드명,펀드유형,빈티지,담당파트너,딜상태,투자일자,투자금액(억원),지분율(%),매출(억원),EBITDA(억원),EBITDA마진(%),순부채(억원),기업가치EV(억원),진입 EV/EBITDA(x),진입 EV/Revenue(x),보유기간(년),현재평가가치(억원),MOIC(x),Gross IRR(%),회수일자,회수금액(억원),회수방식
DL-01392,광림랩스95,IT/소프트웨어,정보보안,서울,1992,344,바이아웃 2호 PEF,Buyout,2021,박민재,스크리닝(Screening),,,,184,46.9,25.5,2.9,572.4,12.2,3.11,,,,,,,
DL-01393,한솔리빙,소비재,식음료,경기,2003,295,벤처그로쓰 1호,Venture,2020,윤지호,투자완료(Active),2024-09-12,56.7,97.9,108,17.1,15.8,38.2,95.6,5.6,0.88,1.7,118.7,2.1,52.9,,,
DL-01394,가온리빙,소비재,식음료,서울,1995,510,그로쓰 2호 PEF,Growth,2019,남기훈,소싱(Sourcing),,,,405,89.1,22.0,396.7,980.1,11.0,2.42,,,,,,,
DL-01395,디에이치게임즈36,미디어/콘텐츠,교육,인천,2011,1260,바이아웃 1호 PEF,Buyout,2017,윤지호,투자완료(Active),2018-07-03,1197.3,76.3,1081,371.9,34.4,1073.6,2379.9,6.4,2.2,7.9,1156.3,0.97,-0.4,,,
DL-01396,케이환경58,에너지/환경,전력/전기,서울,1999,493,그로쓰 1호 PEF,Growth,2016,정우성,투자완료(Active),2021-02-27,317.1,71.2,265,33.9,12.8,85.9,474.9,14.0,1.79,5.3,611.5,1.93,13.2,,,
DL-01397,성안이엔지95,에너지/환경,수처리,경기,2021,193,바이아웃 1호 PEF,Buyout,2017,고은채,투자심의(IC),,,,153,59.5,38.9,86.3,624.9,10.5,4.08,,,,,,,
DL-01398,성안매니지먼트89,B2B서비스,엔지니어링,충북,2009,507,그로쓰 1호 PEF,Growth,2016,박민재,투자심의(IC),,,,250,13.0,5.2,37.6,80.6,6.2,0.32,,,,,,,
DL-01399,광림매니지먼트48,B2B서비스,엔지니어링,제주,2012,695,그로쓰 2호 PEF,Growth,2019,고은채,소싱(Sourcing),,,,384,50.3,13.1,25.5,684.1,13.6,1.78,,,,,,,
DL-01400,누리물류,물류/유통,도소매유통,해외(싱가포르),1988,332,바이아웃 1호 PEF,Buyout,2017,최예린,투자완료(Active),2025-05-16,245.6,79.6,153,34.9,22.8,40.3,324.4,9.3,2.12,1.1,294.4,1.2,18.5,,,
DL-01401,코리아식품,소비재,화장품,경기,2018,851,벤처그로쓰 1호,Venture,2020,남기훈,투자완료(Active),2023-10-18,102.4,79.1,292,15.5,5.3,70.9,176.4,11.4,0.6,2.6,154.3,1.51,16.8,,,
DL-01402,보광매니지먼트3,B2B서비스,MRO,경기,2019,2842,세컨더리 1호,Secondary,2023,오세훈,회수완료(Exited),2024-10-31,330.7,31.1,1199,101.9,8.5,341.4,1355.5,13.3,1.13,1.6,,2.56,79.6,2026-06-10,847.9,구주매출
DL-01403,신성미디어75,미디어/콘텐츠,광고/마케팅,경기,2004,378,그로쓰 2호 PEF,Growth,2019,서지원,소싱(Sourcing),,,,422,77.6,18.4,238.2,1149.2,14.8,2.72,,,,,,,
DL-01404,디에이치산업34,제조/소재,산업기계,경기,1989,2095,벤처그로쓰 1호,Venture,2020,강태호,스크리닝(Screening),,,,2578,391.9,15.2,438.9,4937.4,12.6,1.92,,,,,,,
DL-01405,글로벌제약,바이오/헬스케어,CRO/CDMO,서울,1985,298,세컨더리 1호,Secondary,2023,고은채,투자심의(IC),,,,322,53.8,16.7,48.4,295.8,5.5,0.92,,,,,,,
DL-01406,한솔푸드,소비재,화장품,서울,2001,1802,바이아웃 1호 PEF,Buyout,2017,김도현,투자완료(Active),2022-10-12,503.8,45.5,809,156.9,19.4,75.4,1177.1,7.5,1.46,3.7,491.5,0.98,-0.7,,,
DL-01407,미래금융,금융서비스,여신전문,서울,1991,231,바이아웃 1호 PEF,Buyout,2017,임수빈,투자완료(Active),2018-05-27,261.2,58.8,242,60.5,25.0,23.7,441.6,7.3,1.82,8.0,512.5,1.96,8.7,,,
DL-01408,우진매니지먼트67,B2B서비스,엔지니어링,서울,2007,416,바이아웃 1호 PEF,Buyout,2017,김도현,스크리닝(Screening),,,,214,66.1,30.9,181.2,912.5,13.8,4.26,,,,,,,
DL-01409,정밀솔루션66,B2B서비스,엔지니어링,경기,1989,429,바이아웃 1호 PEF,Buyout,2017,윤지호,스크리닝(Screening),,,,181,63.5,35.1,166.0,597.2,9.4,3.3,,,,,,,
DL-01410,동방금융,금융서비스,여신전문,경남,1991,830,그로쓰 1호 PEF,Growth,2016,서지원,투자완료(Active),2023-12-31,877.1,38.2,678,271.2,40.0,1519.9,3471.4,12.8,5.12,2.4,1039.8,1.19,7.2,,,
DL-01411,에스엔터73,미디어/콘텐츠,광고/마케팅,경기,1991,273,스페셜시츄에이션 1호,Special Situation,2018,김도현,투자완료(Active),2022-03-25,270.4,96.3,238,70.2,29.5,256.9,533.6,7.6,2.24,4.2,355.1,1.31,6.7,,,
DL-01412,동성테크52,IT/소프트웨어,데이터/AI,전남,2015,507,바이아웃 1호 PEF,Buyout,2017,최예린,소싱(Sourcing),,,,335,64.3,19.2,173.0,527.4,8.2,1.57,,,,,,,
DL-01413,한솔헬스케어,바이오/헬스케어,체외진단,전남,2008,792,세컨더리 1호,Secondary,2023,한승우,투자완료(Active),2023-07-11,295.9,29.3,441,172.9,39.2,840.7,1763.3,10.2,4.0,2.9,492.0,1.66,19.1,,,
DL-01414,동방이엔지21,에너지/환경,전력/전기,강원,1994,1254,스페셜시츄에이션 1호,Special Situation,2018,배준영,실사(DD),,,,701,200.5,28.6,669.5,1523.7,7.6,2.17,,,,,,,
DL-01415,신성매니지먼트16,B2B서비스,인력아웃소싱,서울,1997,872,벤처그로쓰 1호,Venture,2020,오세훈,투자완료(Active),2024-05-23,632.1,87.1,334,70.1,21.0,285.7,918.8,13.1,2.75,2.0,1201.4,1.9,36.8,,,
DL-01416,태광랩스33,IT/소프트웨어,핀테크,경기,2002,12623,그로쓰 1호 PEF,Growth,2016,한승우,스크리닝(Screening),,,,6418,2207.8,34.4,6172.0,26051.9,11.8,4.06,,,,,,,
DL-01417,케이파트너스97,B2B서비스,인력아웃소싱,서울,1988,758,세컨더리 1호,Secondary,2023,서지원,투자완료(Active),2023-09-14,406.9,39.8,580,163.6,28.2,0.7,915.9,5.6,1.58,2.7,681.3,1.67,20.7,,,
DL-01418,한솔테크89,IT/소프트웨어,시스템통합,부산,1988,462,벤처그로쓰 1호,Venture,2020,정우성,소싱(Sourcing),,,,251,87.3,34.8,372.1,1056.9,12.1,4.21,,,,,,,
DL-01419,태광커머스,물류/유통,도소매유통,광주,2021,170,그로쓰 2호 PEF,Growth,2019,고은채,스크리닝(Screening),,,,155,50.1,32.3,163.1,415.5,8.3,2.68,,,,,,,
DL-01420,동성테크63,IT/소프트웨어,SaaS,경북,2010,725,바이아웃 2호 PEF,Buyout,2021,남기훈,투자완료(Active),2022-12-09,46.0,29.2,271,25.7,9.5,53.2,206.0,8.0,0.76,3.5,65.7,1.43,10.7,,,
DL-01421,신성시스템43,IT/소프트웨어,핀테크,인천,1985,719,스페셜시츄에이션 1호,Special Situation,2018,임수빈,스크리닝(Screening),,,,369,30.6,8.3,42.8,171.5,5.6,0.46,,,,,,,
DL-01422,동방F&B,소비재,패션/리빙,서울,1988,993,세컨더리 1호,Secondary,2023,한승우,투자완료(Active),2025-06-13,682.3,94.6,404,124.8,30.9,463.6,1073.6,8.6,2.66,1.0,1343.1,1.97,98.0,,,
DL-01423,글로벌환경90,에너지/환경,폐기물처리,인천,2012,109,세컨더리 1호,Secondary,2023,서지원,소싱(Sourcing),,,,46,4.7,10.3,12.0,30.8,6.5,0.67,,,,,,,
DL-01424,글로벌푸드,소비재,화장품,대구,2011,681,바이아웃 2호 PEF,Buyout,2021,임수빈,회수완료(Exited),2021-03-11,511.8,56.4,428,131.8,30.8,140.6,1015.0,7.7,2.37,4.4,,0.85,-3.6,2025-08-08,434.9,IPO
DL-01425,신성파트너스5,B2B서비스,엔지니어링,부산,2002,196,스페셜시츄에이션 1호,Special Situation,2018,박민재,투자완료(Active),2023-12-22,568.6,80.1,235,48.9,20.8,148.2,723.4,14.8,3.08,2.5,1026.2,1.8,27.0,,,
DL-01426,삼정시스템96,IT/소프트웨어,데이터/AI,서울,2008,700,바이아웃 1호 PEF,Buyout,2017,윤지호,실사(DD),,,,247,61.5,24.9,91.2,658.1,10.7,2.66,,,,,,,
DL-01427,코리아익스프레스,물류/유통,도소매유통,대구,1995,773,그로쓰 1호 PEF,Growth,2016,오세훈,투자심의(IC),,,,412,37.9,9.2,0.0,341.1,9.0,0.83,,,,,,,
DL-01428,아이엠페이,금융서비스,인슈어테크,경기,2009,445,바이아웃 1호 PEF,Buyout,2017,고은채,투자완료(Active),2020-10-04,1085.8,98.1,294,82.3,28.0,310.7,1234.8,15.0,4.2,5.7,2967.7,2.73,19.4,,,
DL-01429,보광로지스틱스54,물류/유통,콜드체인,부산,1993,1142,세컨더리 1호,Secondary,2023,박민재,소싱(Sourcing),,,,436,105.5,24.2,432.8,1107.9,10.5,2.54,,,,,,,
DL-01430,우진메디컬,바이오/헬스케어,디지털헬스,서울,1985,1770,세컨더리 1호,Secondary,2023,이서준,투자완료(Active),2023-08-09,93.2,22.7,1094,128.0,11.7,330.9,691.2,5.4,0.63,2.8,188.3,2.02,28.1,,,
DL-01431,에스스튜디오7,미디어/콘텐츠,게임,서울,1987,5192,바이아웃 2호 PEF,Buyout,2021,강태호,투자완료(Active),2024-03-14,1470.5,69.8,1907,186.9,9.8,24.4,2111.8,11.3,1.11,2.2,2679.6,1.82,30.7,,,
DL-01432,삼정커머스,물류/유통,이커머스,서울,2017,314,그로쓰 3호 PEF,Growth,2022,최예린,투자심의(IC),,,,261,82.7,31.7,212.7,661.9,8.0,2.54,,,,,,,
DL-01433,삼정커머스37,물류/유통,도소매유통,경기,2017,1384,그로쓰 1호 PEF,Growth,2016,서지원,투자완료(Active),2024-09-05,571.4,59.7,561,119.5,21.3,96.2,872.3,7.3,1.55,1.8,577.1,1.01,0.6,,,
DL-01434,한라엔터90,미디어/콘텐츠,게임,경기,2007,499,그로쓰 2호 PEF,Growth,2019,고은채,소싱(Sourcing),,,,269,104.6,38.9,63.6,899.9,8.6,3.35,,,,,,,
DL-01435,케이메탈,제조/소재,정밀화학,서울,2010,4663,그로쓰 1호 PEF,Growth,2016,서지원,실사(DD),,,,3819,1054.0,27.6,698.7,7483.7,7.1,1.96,,,,,,,
DL-01436,보광게임즈84,미디어/콘텐츠,게임,서울,2011,535,바이아웃 1호 PEF,Buyout,2017,강태호,소싱(Sourcing),,,,283,99.9,35.3,595.7,1338.6,13.4,4.73,,,,,,,
DL-01437,동성케미칼24,제조/소재,2차전지소재,해외(베트남),2003,1553,벤처그로쓰 1호,Venture,2020,최예린,소싱(Sourcing),,,,1071,146.7,13.7,732.2,1731.4,11.8,1.62,,,,,,,
DL-01438,태광에너지51,에너지/환경,전력/전기,광주,1999,252,그로쓰 3호 PEF,Growth,2022,배준영,투자심의(IC),,,,207,31.5,15.2,210.0,440.5,14.0,2.13,,,,,,,
DL-01439,유진케미칼46,제조/소재,자동차부품,서울,2018,5755,그로쓰 2호 PEF,Growth,2019,강태호,투자완료(Active),2025-03-18,8167.2,88.9,3421,1279.5,37.4,4980.2,13946.0,10.9,4.08,1.2,20559.4,2.52,111.9,,,
DL-01440,중앙정보기술42,IT/소프트웨어,SaaS,서울,1988,4993,그로쓰 3호 PEF,Growth,2022,배준영,투자심의(IC),,,,5173,1262.2,24.4,7848.6,18428.3,14.6,3.56,,,,,,,
DL-01441,에스게임즈8,미디어/콘텐츠,엔터테인먼트,서울,2005,790,바이아웃 1호 PEF,Buyout,2017,김도현,실사(DD),,,,613,210.3,34.3,208.1,1555.9,7.4,2.54,,,,,,,
DL-01442,디에이치파이낸셜,금융서비스,자산관리,서울,1994,1698,스페셜시츄에이션 1호,Special Situation,2018,한승우,투자완료(Active),2021-08-02,246.3,23.9,911,122.1,13.4,601.1,1428.3,11.7,1.57,4.9,499.9,2.03,15.7,,,
DL-01443,동방정밀44,제조/소재,자동차부품,경기,1998,977,세컨더리 1호,Secondary,2023,박민재,실사(DD),,,,422,132.9,31.5,262.5,1236.2,9.3,2.93,,,,,,,
DL-01444,미래소프트86,IT/소프트웨어,정보보안,경남,1988,151,그로쓰 2호 PEF,Growth,2019,정우성,투자완료(Active),2021-12-01,84.8,52.4,127,14.7,11.6,72.2,213.6,14.5,1.68,4.5,279.5,3.3,30.2,,,
DL-01445,정밀테크41,IT/소프트웨어,핀테크,경북,2016,305,벤처그로쓰 1호,Venture,2020,최예린,소싱(Sourcing),,,,281,49.2,17.5,143.6,565.5,11.5,2.01,,,,,,,
DL-01446,한라F&B,소비재,패션/리빙,경기,2007,694,그로쓰 3호 PEF,Growth,2022,강태호,투자완료(Active),2023-04-26,206.6,37.3,253,45.5,18.0,29.0,578.4,12.7,2.29,3.1,438.0,2.12,27.2,,,
DL-01447,한국미디어42,미디어/콘텐츠,교육,대전,2019,226,벤처그로쓰 1호,Venture,2020,김도현,회수완료(Exited),2025-04-04,327.0,94.7,84,27.8,33.1,84.7,408.7,14.7,4.87,1.2,,0.69,-27.3,2026-06-10,224.3,Recap/배당
DL-01448,에스파트너스9,B2B서비스,인력아웃소싱,서울,2015,2042,바이아웃 1호 PEF,Buyout,2017,한승우,소싱(Sourcing),,,,739,59.9,8.1,51.6,604.6,10.1,0.82,,,,,,,
DL-01449,중앙스튜디오69,미디어/콘텐츠,엔터테인먼트,전북,2021,1019,바이아웃 2호 PEF,Buyout,2021,김도현,회수완료(Exited),2025-06-18,1919.6,66.4,603,209.8,34.8,364.0,2853.9,13.6,4.73,1.0,,2.58,163.4,2026-06-10,4947.5,구주매출
DL-01450,동성에셋,금융서비스,여신전문,경북,1992,214,세컨더리 1호,Secondary,2023,임수빈,보류/철회(Dropped),,,,233,48.5,20.8,309.0,654.3,13.5,2.81,,,,,,,
DL-01451,광림이엔지27,에너지/환경,신재생에너지,대전,2010,2106,그로쓰 1호 PEF,Growth,2016,김도현,보류/철회(Dropped),,,,917,117.4,12.8,458.3,1173.8,10.0,1.28,,,,,,,
DL-01452,미래로지스틱스85,물류/유통,이커머스,서울,1988,608,바이아웃 1호 PEF,Buyout,2017,고은채,스크리닝(Screening),,,,295,59.3,20.1,49.4,640.4,10.8,2.17,,,,,,,
DL-01453,세진커머스42,물류/유통,이커머스,서울,2016,107,바이아웃 2호 PEF,Buyout,2021,이서준,투자완료(Active),2021-01-17,22.6,56.8,111,7.5,6.8,0.4,39.2,5.2,0.35,5.4,17.1,0.76,-5.1,,,
DL-01454,중앙로지스틱스,물류/유통,이커머스,서울,2005,77,스페셜시츄에이션 1호,Special Situation,2018,정우성,회수완료(Exited),2021-05-22,39.6,49.6,51,14.4,28.2,4.3,76.2,5.3,1.49,2.8,,1.79,23.4,2024-02-24,70.8,IPO
DL-01455,태광캐피탈,금융서비스,인슈어테크,경북,1987,3938,세컨더리 1호,Secondary,2023,배준영,투자완료(Active),2025-05-23,526.8,32.6,1956,381.4,19.5,883.7,2212.2,5.8,1.13,1.0,768.1,1.46,43.3,,,
DL-01456,미래엔터40,미디어/콘텐츠,엔터테인먼트,인천,2020,471,그로쓰 2호 PEF,Growth,2019,윤지호,소싱(Sourcing),,,,401,66.6,16.6,19.7,938.6,14.1,2.34,,,,,,,
DL-01457,동방페이46,금융서비스,결제,울산,1985,297,그로쓰 2호 PEF,Growth,2019,남기훈,투자완료(Active),2023-01-25,70.8,56.5,101,21.8,21.6,41.5,163.6,7.5,1.62,3.4,329.1,4.65,57.7,,,
DL-01458,중앙에셋81,금융서비스,여신전문,경기,2013,533,그로쓰 2호 PEF,Growth,2019,강태호,소싱(Sourcing),,,,341,134.4,39.4,492.2,1222.6,9.1,3.59,,,,,,,
DL-01459,신성게임즈85,미디어/콘텐츠,광고/마케팅,인천,2012,401,그로쓰 1호 PEF,Growth,2016,박민재,회수완료(Exited),2023-01-26,232.4,83.6,267,31.0,11.6,141.5,368.6,11.9,1.38,2.2,,3.75,84.3,2025-03-25,870.6,재무적매각(Secondary)
DL-01460,한라페이30,금융서비스,인슈어테크,경기,1994,900,바이아웃 1호 PEF,Buyout,2017,김도현,투자완료(Active),2019-03-25,101.8,52.9,560,67.8,12.1,182.4,372.7,5.5,0.67,7.2,105.8,1.04,0.5,,,
DL-01461,대명시스템33,IT/소프트웨어,핀테크,울산,2004,562,스페셜시츄에이션 1호,Special Situation,2018,윤지호,투자완료(Active),2023-05-07,437.1,78.7,309,85.9,27.8,282.2,764.5,8.9,2.47,3.1,688.1,1.57,15.8,,,
DL-01462,정밀파이낸셜,금융서비스,자산관리,서울,2018,899,스페셜시츄에이션 1호,Special Situation,2018,고은채,투자완료(Active),2022-03-26,408.8,45.8,395,120.1,30.4,68.1,792.5,6.6,2.01,4.2,505.2,1.24,5.2,,,
DL-01463,성안파이낸셜32,금융서비스,자산관리,부산,2003,276,세컨더리 1호,Secondary,2023,정우성,투자완료(Active),2023-10-10,291.1,97.2,131,22.0,16.8,44.0,325.7,14.8,2.49,2.7,361.1,1.24,8.4,,,
DL-01464,케이매니지먼트96,B2B서비스,시설관리,경기,1988,559,스페셜시츄에이션 1호,Special Situation,2018,윤지호,보류/철회(Dropped),,,,199,44.6,22.4,13.2,508.2,11.4,2.55,,,,,,,
DL-01465,대한F&B,소비재,리테일,울산,2010,303,바이아웃 1호 PEF,Buyout,2017,박민재,소싱(Sourcing),,,,170,32.3,19.0,10.3,449.0,13.9,2.64,,,,,,,
DL-01466,아이엠솔루션46,B2B서비스,MRO,대구,2003,2496,스페셜시츄에이션 1호,Special Situation,2018,임수빈,투자완료(Active),2023-09-20,1404.4,36.9,986,297.8,30.2,1009.4,4198.6,14.1,4.26,2.7,1866.0,1.33,11.0,,,
DL-01467,태광정보기술95,IT/소프트웨어,SaaS,경북,1991,1352,그로쓰 3호 PEF,Growth,2022,한승우,스크리닝(Screening),,,,703,111.1,15.8,350.9,722.0,6.5,1.03,,,,,,,
DL-01468,케이이엔지15,에너지/환경,전력/전기,경기,2003,424,벤처그로쓰 1호,Venture,2020,박민재,투자완료(Active),2021-11-09,581.8,78.8,266,90.7,34.1,647.2,1351.5,14.9,5.08,4.6,487.9,0.84,-3.8,,,
DL-01469,성안푸드,소비재,식음료,전북,2016,96,그로쓰 3호 PEF,Growth,2022,남기훈,회수완료(Exited),2025-06-05,31.2,58.1,50,9.2,18.5,12.6,63.8,6.9,1.28,1.0,,2.57,153.5,2026-06-10,80.1,재무적매각(Secondary)
DL-01470,한라식품,소비재,리테일,부산,2021,1567,스페셜시츄에이션 1호,Special Situation,2018,서지원,실사(DD),,,,536,76.1,14.2,74.0,532.8,7.0,0.99,,,,,,,
DL-01471,케이파마,바이오/헬스케어,디지털헬스,경기,1992,2381,세컨더리 1호,Secondary,2023,김도현,실사(DD),,,,832,67.4,8.1,375.5,950.2,14.1,1.14,,,,,,,
DL-01472,서연소프트43,IT/소프트웨어,시스템통합,서울,1985,312,바이아웃 2호 PEF,Buyout,2021,박민재,투자완료(Active),2021-04-26,111.2,58.3,299,21.5,7.2,75.5,232.5,10.8,0.78,5.1,104.5,0.94,-1.2,,,
DL-01473,동방스튜디오50,미디어/콘텐츠,게임,경기,1995,1859,그로쓰 2호 PEF,Growth,2019,최예린,소싱(Sourcing),,,,869,133.0,15.3,272.8,1768.3,13.3,2.03,,,,,,,
DL-01474,케이정보기술51,IT/소프트웨어,핀테크,서울,1994,752,세컨더리 1호,Secondary,2023,배준영,투자완료(Active),2023-01-31,891.6,47.4,827,322.5,39.0,1270.0,2935.0,9.1,3.55,3.4,874.7,0.98,-0.6,,,
DL-01475,디에이치커머스79,물류/유통,도소매유통,서울,1991,203,그로쓰 2호 PEF,Growth,2019,서지원,보류/철회(Dropped),,,,151,54.8,36.3,326.9,811.2,14.8,5.37,,,,,,,
DL-01476,우진리빙,소비재,리테일,광주,1997,212,세컨더리 1호,Secondary,2023,남기훈,스크리닝(Screening),,,,111,34.7,31.3,70.9,392.6,11.3,3.54,,,,,,,
DL-01477,가온캐피탈37,금융서비스,자산관리,울산,1993,601,바이아웃 2호 PEF,Buyout,2021,서지원,실사(DD),,,,623,115.3,18.5,23.3,818.3,7.1,1.31,,,,,,,
DL-01478,누리스튜디오73,미디어/콘텐츠,게임,대구,2002,476,바이아웃 2호 PEF,Buyout,2021,최예린,투자완료(Active),2022-03-12,377.5,89.1,178,58.2,32.7,349.9,704.3,12.1,3.96,4.2,694.5,1.84,15.4,,,
DL-01479,중앙서비스4,B2B서비스,인력아웃소싱,해외(싱가포르),1996,1230,그로쓰 2호 PEF,Growth,2019,임수빈,투자완료(Active),2019-03-15,371.4,26.0,617,116.6,18.9,103.8,1329.4,11.4,2.15,7.2,1164.5,3.13,17.1,,,
DL-01480,서연매니지먼트14,B2B서비스,인력아웃소싱,부산,2020,573,그로쓰 1호 PEF,Growth,2016,남기훈,소싱(Sourcing),,,,242,69.9,28.9,15.2,692.4,9.9,2.86,,,,,,,
DL-01481,정밀스튜디오31,미디어/콘텐츠,광고/마케팅,서울,2001,639,스페셜시츄에이션 1호,Special Situation,2018,배준영,실사(DD),,,,277,107.2,38.7,341.9,1457.9,13.6,5.26,,,,,,,
DL-01482,대한파이낸셜,금융서비스,인슈어테크,서울,2007,716,그로쓰 1호 PEF,Growth,2016,윤지호,투자완료(Active),2023-09-18,180.4,31.1,277,44.3,16.0,79.5,624.9,14.1,2.26,2.7,264.9,1.47,15.1,,,
DL-01483,한라케미칼54,제조/소재,철강금속,경북,2020,1403,세컨더리 1호,Secondary,2023,윤지호,스크리닝(Screening),,,,890,147.7,16.6,106.2,812.6,5.5,0.91,,,,,,,
DL-01484,한국솔루션14,IT/소프트웨어,정보보안,인천,2016,60,그로쓰 1호 PEF,Growth,2016,오세훈,실사(DD),,,,41,10.5,25.7,9.1,157.0,14.9,3.83,,,,,,,
DL-01485,태광솔루션88,B2B서비스,MRO,경기,2020,609,그로쓰 2호 PEF,Growth,2019,배준영,투자완료(Active),2020-11-29,50.5,22.0,215,18.9,8.8,65.5,283.8,15.0,1.32,5.5,75.2,1.49,7.5,,,
DL-01486,누리식품26,소비재,패션/리빙,경기,1997,127,그로쓰 3호 PEF,Growth,2022,배준영,스크리닝(Screening),,,,62,17.1,27.5,25.3,219.9,12.9,3.55,,,,,,,
DL-01487,성안랩스44,IT/소프트웨어,데이터/AI,전북,2020,6946,바이아웃 1호 PEF,Buyout,2017,배준영,보류/철회(Dropped),,,,3374,931.2,27.6,1300.8,9498.5,10.2,2.82,,,,,,,
DL-01488,서연코스메틱,소비재,패션/리빙,서울,2017,412,그로쓰 3호 PEF,Growth,2022,서지원,실사(DD),,,,157,12.6,8.0,51.9,116.8,9.3,0.74,,,,,,,
DL-01489,현우제약,바이오/헬스케어,의료기기,서울,2003,899,바이아웃 1호 PEF,Buyout,2017,배준영,투자심의(IC),,,,450,74.2,16.5,209.1,512.3,6.9,1.14,,,,,,,
DL-01490,우진매니지먼트44,B2B서비스,MRO,충남,1985,1158,그로쓰 2호 PEF,Growth,2019,윤지호,투자완료(Active),2024-09-11,2912.3,99.4,1438,279.0,19.4,1035.4,3515.0,12.6,2.44,1.7,2919.2,1.0,0.1,,,
DL-01491,정밀콘텐츠61,미디어/콘텐츠,게임,대전,1998,188,그로쓰 2호 PEF,Growth,2019,한승우,소싱(Sourcing),,,,105,37.6,35.8,103.7,334.6,8.9,3.19,,,,,,,
DL-01492,케이에셋59,금융서비스,인슈어테크,경남,2008,488,바이아웃 1호 PEF,Buyout,2017,임수빈,투자완료(Active),2021-01-19,447.9,84.4,261,57.4,22.0,106.8,562.7,9.8,2.16,5.4,1031.8,2.3,16.7,,,
DL-01493,태광헬스케어,바이오/헬스케어,체외진단,서울,2013,643,스페셜시츄에이션 1호,Special Situation,2018,임수빈,실사(DD),,,,466,44.7,9.6,91.6,599.5,13.4,1.29,,,,,,,
DL-01494,정밀산업32,제조/소재,산업기계,경기,1986,549,그로쓰 3호 PEF,Growth,2022,한승우,회수완료(Exited),2025-02-20,621.2,72.2,197,75.3,38.2,48.1,835.3,11.1,4.24,1.3,,1.89,62.9,2026-06-10,1172.1,Recap/배당
DL-01495,제이환경34,에너지/환경,신재생에너지,전남,1986,1806,그로쓰 3호 PEF,Growth,2022,한승우,소싱(Sourcing),,,,1199,405.3,33.8,1496.0,3485.3,8.6,2.91,,,,,,,
DL-01496,삼정커머스97,물류/유통,콜드체인,서울,2019,788,그로쓰 1호 PEF,Growth,2016,정우성,투자완료(Active),2025-03-21,545.8,80.3,371,52.3,14.1,23.3,612.0,11.7,1.65,1.2,1141.2,2.09,83.0,,,
DL-01497,삼정테크99,IT/소프트웨어,정보보안,부산,1993,591,바이아웃 2호 PEF,Buyout,2021,최예린,회수완료(Exited),2025-02-06,214.7,80.3,509,70.8,13.9,107.5,367.9,5.2,0.72,1.3,,1.84,57.4,2026-06-10,394.1,IPO
DL-01498,우진이엔지88,에너지/환경,폐기물처리,광주,1995,190,세컨더리 1호,Secondary,2023,김도현,회수완료(Exited),2023-12-03,81.5,24.3,106,35.3,33.3,63.6,356.5,10.1,3.36,2.5,,1.74,24.5,2026-06-10,141.6,전략적매각(M&A)
